track_name,artist_name,track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Cryin' For Me (Wayman's Song),Toby Keith,5D2Sr7fTxeVfO4cYniJG7X,0.51,0.398,-7.685,0.0284,0.362,0.00139,0.112,0.261,156.08,4
Only Prettier,Miranda Lambert,05Rdg52eBYVUy5A55rnz39,0.388,0.695,-2.4,0.0348,0.0818,0.0,0.0698,0.778,167.966,4
Unstoppable,Rascal Flatts,3URKVmDz5tkE7AfkQLWEeL,0.473,0.799,-4.798,0.0483,0.0738,0.0,0.121,0.506,155.892,4
Fearless,Taylor Swift,6Eu31gddWw0gOGO506pJYA,0.594,0.712,-4.418,0.0273,0.04,0.0,0.309,0.476,99.972,4
Hell On The Heart,Eric Church,6wo9obXjAhA8Yc90sswR56,0.637,0.89,-3.877,0.0312,0.0832,1.9e-06,0.0892,0.928,123.002,4
Way Out Here,Josh Thompson,3E9kjnz0hjlCAaNkpDAJLG,0.389,0.72,-5.465,0.0308,0.057,0.0,0.183,0.51,147.94,4
This Ain't No Love Song,Trace Adkins,07A3gDZJo7rKavXtgEXZY9,0.502,0.87,-5.06,0.0546,0.0688,0.000386,0.126,0.545,160.006,4
Still,Tim McGraw,6xZ3fQFc5MtlUofBqtsUgA,0.413,0.612,-6.625,0.0276,0.261,0.000875,0.132,0.23,173.412,4
Hurry Home,Jason Michael Carroll,61aJPoKikSDWTNnyp4fzgf,0.617,0.453,-7.956,0.0316,0.248,0.0,0.109,0.252,133.958,4
Free,Jack Ingram,0kAtaQq0jhi4PqHtXzeTIC,0.655,0.857,-5.371,0.0447,0.00673,6.34e-05,0.111,0.53,111.994,4
Twang,George Strait,10Jl8nC5i4idX63nUk3mRj,0.561,0.956,-3.331,0.0799,0.279,6.83e-06,0.0801,0.78,158.621,4
How I Got To Be This Way,Justin Moore,3UgZU8rv4G9O6Y47dBRrWM,0.517,0.878,-6.266,0.0538,0.00245,0.0,0.0963,0.609,133.819,4
Hard Hat And A Hammer,Alan Jackson,4wLe9IeNMUovE9UWg9fiSB,0.754,0.621,-7.489,0.0294,0.231,3.1e-05,0.218,0.666,124.944,4
Trailerhood,Toby Keith,2CdGhu82tkVWkXDPyJCiwU,0.663,0.83,-4.584,0.039,0.246,1.41e-06,0.285,0.866,98.022,4
Today Was A Fairytale,Taylor Swift,4pFvEWbjBpPUdYRQly0THs,0.491,0.703,-4.5,0.0319,0.0307,5.72e-06,0.167,0.344,157.988,4
Every Dog Has Its Day,Toby Keith,5AT8RUnrLvVgIeQb2VTR0f,0.586,0.955,-3.938,0.0998,0.0975,0.0,0.455,0.678,155.985,4
It's Just That Way,Alan Jackson,2B6aYYGcIhzRjHtUOkJtMK,0.702,0.439,-9.944,0.0259,0.551,0.000751,0.108,0.2,101.988,4
Get Off On The Pain,Gary Allan,0DJev1kGOCzaY8Ae3oQwH0,0.385,0.888,-4.51,0.0536,0.0225,3.7e-06,0.171,0.636,168.089,4
Beautiful Every Time,Lee Brice,19bOTe6YIbLkO3aAokHKzB,0.437,0.74,-4.525,0.0484,0.133,0.0,0.0967,0.558,149.81,3
Turning Home,David Nail,2ZkbT2NZYVdAk14puSae5a,0.422,0.631,-3.609,0.0306,0.368,0.00601,0.106,0.265,137.492,4
Beer On The Table,Josh Thompson,6z85mASJnIThoQ491NyIvY,0.677,0.949,-3.47,0.0284,0.068,0.0,0.326,0.949,128.523,4
"Work Hard, Play Harder",Gretchen Wilson,75RWri37KOAFQkGUr1KYzM,0.707,0.883,-4.63,0.0278,0.0383,0.0,0.0655,0.962,122.934,4
A Father's Love (The Only Way He Knew How),Bucky Covington,3p9s4tvrawZBgPHGXBvRGs,0.499,0.666,-6.257,0.0369,0.411,0.0,0.0895,0.556,180.018,4
Today,Gary Allan,064Pxxxs8YoqISrSloXN5T,0.403,0.555,-5.688,0.0297,0.229,0.000138,0.076,0.279,135.766,4
Giddy On Up,Laura Bell Bundy,1OQ0dRegnZE0TVA4mwxhsO,0.756,0.822,-2.786,0.0305,0.272,3.38e-05,0.097,0.55,108.007,4
Just By Being You (Halo And Wings),Steel Magnolia,0VN7fkCRtiNS2Il1xtu7d0,0.476,0.572,-5.919,0.0311,0.363,0.0,0.112,0.142,137.089,4
Hip To My Heart,The Band Perry,7lziWneADP2p0aXKr5VsII,0.694,0.659,-3.953,0.0274,0.299,0.0,0.118,0.883,113.953,4
Groovy Little Summer Song,James Otto,7xqBGMYH1mPambmXtL1ek9,0.671,0.748,-4.978,0.0232,0.0368,6.59e-05,0.307,0.756,97.679,4
Sunshine (Everybody Needs A Little),Steve Azar,69SdX8FcjwxbK381vfcnCn,0.515,0.673,-8.766,0.028,0.294,0.0056,0.138,0.352,83.976,4
Draw Me A Map,Dierks Bentley,0D21d65mLp1cnYcufS71Vr,0.567,0.498,-8.807,0.0313,0.698,0.0,0.103,0.46,86.057,4
Outside My Window,Sarah Buxton,0mh2aTs0MI0qcoewPFX9n9,0.458,0.681,-3.398,0.0422,0.148,0.0,0.65,0.851,200.135,4
While You're Still Young,Montgomery Gentry,5oDrtFr9siF4eo9eUlYzwd,0.536,0.73,-4.244,0.0264,0.00827,1.28e-06,0.109,0.651,163.978,4
My Best Days Are Ahead Of Me,Danny Gokey,5w7GCrY0J4oTI9jWlma82d,0.615,0.822,-4.499,0.0399,0.109,0.0,0.127,0.398,119.997,4
Honey Bee,Blake Shelton,0gY2iq0xJPRoIB1PScKSw4,0.481,0.849,-5.131,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,4
God Gave Me You,Blake Shelton,0w9LJae3sVlZlH2CnxTInF,0.483,0.844,-5.043,0.0314,0.00481,7.29e-05,0.405,0.543,151.977,4
Felt Good On My Lips,Tim McGraw,2D2tn77f5ZrADmf8h4zR3t,0.56,0.869,-3.804,0.0387,0.024,2.94e-06,0.136,0.519,136.001,4
Just A Kiss,Lady Antebellum,6bxD9PloEgGMaugKQ7wA6c,0.592,0.638,-5.826,0.0307,0.449,0.0,0.0998,0.334,142.866,4
Somewhere With You,Kenny Chesney,3pkzJjJXfdDjhpXx639MIH,0.68,0.849,-6.475,0.0376,0.0862,0.00013,0.174,0.536,111.969,4
I Don't Want This Night To End,Luke Bryan,0cV4xwUA4ue2deqq4CZFko,0.616,0.728,-4.02,0.0278,0.0275,0.0,0.228,0.375,111.934,4
Take A Back Road,Rodney Atkins,7B6m8tHAYZsOKOKMU5SR2n,0.581,0.856,-4.0,0.0783,0.183,0.0,0.0871,0.918,169.902,4
Barefoot Blue Jean Night,Jake Owen,3ts6xK5GzfMAAriT9AIBmP,0.599,0.807,-4.679,0.0402,0.202,0.0,0.196,0.812,172.017,4
Keep Me In Mind,Zac Brown Band,7B2ETOSXeXPfWQl4gLjcat,0.684,0.715,-6.132,0.0336,0.159,0.0,0.181,0.564,96.018,4
We Owned The Night,Lady Antebellum,0EDMulcdYoF7FU3RTULtWA,0.657,0.715,-6.965,0.0273,0.278,0.000146,0.0838,0.487,99.991,4
Knee Deep,Zac Brown Band,7ybh0tLwgEKhTr8oVYHqEJ,0.715,0.584,-8.231,0.0296,0.432,1.41e-06,0.095,0.61,90.987,4
Colder Weather,Zac Brown Band,3U8dHeggJ8IBe0UCb1gbyB,0.667,0.381,-7.494,0.0294,0.455,0.0,0.116,0.199,135.975,4
A Little Bit Stronger,Sara Evans,5FIp4LrsffxiHLhmmpCbCx,0.536,0.65,-5.603,0.0337,0.282,1.16e-06,0.0876,0.288,147.93,4
Over You,Miranda Lambert,3fDsErbmOD3TuaSDuxSXav,0.566,0.507,-6.973,0.0279,0.535,0.00619,0.107,0.141,158.119,4
Let Me Down Easy,Billy Currington,4iYQUKxKwOOm6X2R7ALPix,0.606,0.497,-5.005,0.0278,0.361,0.0,0.106,0.18,125.059,4
Crazy Girl,Eli Young Band,1nVLAEzhBXMJLR5zAl90Nl,0.366,0.651,-3.842,0.031,0.000415,0.00526,0.271,0.257,151.343,3
A Woman Like You,Lee Brice,3oyMHCAAcnWFdcGuVgwfhd,0.592,0.584,-7.422,0.0305,0.245,0.0,0.0862,0.371,160.048,4
Tomorrow,Chris Young,1qjl8UJtWTHrk4SFpwftSN,0.441,0.644,-5.774,0.0363,0.56,0.0,0.109,0.349,141.733,4
All Your Life,The Band Perry,2khs94jHAVzUm3Pu4mAMmv,0.536,0.521,-5.373,0.0261,0.227,0.0,0.165,0.455,131.937,4
Dirt Road Anthem,Jason Aldean,2qYsSHsYkihWx043HVJQRV,0.68,0.741,-5.055,0.0357,0.347,1.87e-06,0.117,0.635,127.024,4
Are You Gonna Kiss Me Or Not,Thompson Square,2TAcwD5KcV9uY3O1tLGV15,0.485,0.701,-3.807,0.0288,0.039,0.0,0.0977,0.613,151.948,4
Voices,Chris Young,5pemEFax3jfocz4FGHa3UC,0.552,0.788,-4.112,0.0525,0.38,0.0,0.15,0.641,76.528,4
You,Chris Young,3VCWhe7AtBrkhour9t6dq6,0.708,0.708,-5.12,0.0266,0.316,0.0,0.361,0.667,95.031,4
Heart Like Mine,Miranda Lambert,4EDeBzhZMcHEx7A8IcDiaL,0.437,0.844,-3.394,0.0381,0.0642,1.46e-06,0.124,0.493,155.067,4
Am I The Only One,Dierks Bentley,59tUXZ9dL0qkaa18WCfUnZ,0.579,0.878,-5.396,0.145,0.29,0.0,0.789,0.88,165.972,4
Someone Else Calling You Baby,Luke Bryan,7DkzLcSXS4KhSvbvIJja3M,0.498,0.916,-3.728,0.0662,0.052,1.31e-06,0.0734,0.352,115.045,4
Who Are You When I'm Not Looking,Blake Shelton,15fZHvjZXoAILTvmt4EXIk,0.412,0.457,-9.142,0.0288,0.409,0.0187,0.0978,0.202,74.824,4
Drink in My Hand,Eric Church,1cktZnxiONH0hR6Q3DKy8h,0.626,0.913,-4.452,0.0318,0.00635,0.0,0.293,0.946,113.044,4
This,Darius Rucker,6fIvjDuusQK59brMgHV9qb,0.625,0.826,-5.037,0.0325,0.121,0.0,0.158,0.699,99.919,4
You Don't Know Her Like I Do,Brantley Gilbert,4WnY4W5KrqglCdIus8X9Bo,0.49,0.716,-6.681,0.0441,0.022,0.00048,0.0526,0.288,74.988,4
Long Hot Summer,Keith Urban,3PY88239tYBnAv5LQoU2oY,0.657,0.785,-8.428,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,4
Alone With You,Jake Owen,2Xdatbm43IXEVi0wmKeJve,0.646,0.761,-3.991,0.0267,0.221,0.0,0.109,0.336,108.999,4
Made In America,Toby Keith,7Lmwj2fe8MpGXypOuLGO2C,0.497,0.701,-5.996,0.0306,0.0507,0.0,0.103,0.376,172.126,4
Home,Dierks Bentley,6q5nAr2JniAHj1gKheejE0,0.61,0.69,-7.157,0.0378,0.463,0.0409,0.0842,0.462,118.038,4
If Heaven Wasn't So Far Away,Justin Moore,0aW7CSfoMBKBzLE7VerHyn,0.374,0.657,-6.086,0.0325,0.0434,0.0,0.219,0.376,74.234,4
Sparks Fly,Taylor Swift,6d9IiDcFxtFVIvt9pCqyGH,0.605,0.787,-3.002,0.0308,0.0396,1.42e-06,0.163,0.374,114.987,4
Without You,Keith Urban,0KzEhOxVbub9dglj5mMyCc,0.496,0.397,-10.534,0.0299,0.463,6.54e-06,0.128,0.611,160.021,4
Country Must Be Country Wide,Brantley Gilbert,454JIJlQ8GvrCoBvSfq3KA,0.409,0.765,-5.696,0.0412,0.0249,6.16e-06,0.104,0.5,83.093,4
Let It Rain,David Nail,0DAjiINHQTnPnnY939Qyhw,0.56,0.619,-3.013,0.0405,0.385,1.03e-06,0.247,0.561,77.881,4
Tattoos On This Town,Jason Aldean,2SEsRxNSXidnMOZoTEzX1k,0.359,0.784,-4.404,0.0438,0.0181,2.72e-05,0.0989,0.444,78.494,4
Live A Little,Kenny Chesney,13zhyZhlM0VzUpEW8aShcp,0.642,0.886,-6.151,0.04,0.0207,0.0275,0.391,0.287,123.985,4
My Kinda Party,Jason Aldean,215FCyLSBcXeX0NASXEjyn,0.41,0.9,-4.249,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,4
Reality,Kenny Chesney,0X0zDB7RqpWOIwCHGr2Whu,0.315,0.925,-4.507,0.117,0.00296,0.0642,0.114,0.415,185.305,4
Mean,Taylor Swift,5yEPktRqvIhko5QFF3aBhQ,0.568,0.761,-3.987,0.0459,0.452,0.0,0.217,0.789,163.974,4
You Gonna Fly,Keith Urban,5B25Jpgu62IX8w1YtLibuA,0.457,0.846,-8.547,0.0477,0.0598,0.0,0.34,0.851,177.353,4
This Is Country Music,Brad Paisley,6Ray43gNA6LZxareyESwNk,0.507,0.669,-5.104,0.0275,0.126,0.000263,0.111,0.484,88.525,4
Put You In A Song,Keith Urban,7bkgRHkiyRO1vWzG1hTicD,0.621,0.78,-8.502,0.0333,0.0174,0.0,0.0681,0.822,134.022,4
You Lie,The Band Perry,462tT5pBVstoLcOSJsBBKw,0.521,0.656,-5.015,0.0289,0.387,0.0,0.143,0.598,170.939,4
Drunk on You,Luke Bryan,3b7CDTKB0SRTmQ6ytYi5vZ,0.558,0.872,-4.401,0.0449,0.178,0.0,0.173,0.472,143.971,4
I Won't Let Go,Rascal Flatts,1T1C9VVQ1lb60WxWZx7KoG,0.557,0.406,-7.083,0.0278,0.742,0.0,0.113,0.222,131.96,4
Mama's Song,Carrie Underwood,0m8Ta268d1kBBG7lxMyWqa,0.341,0.659,-5.419,0.0357,0.442,0.0,0.096,0.269,79.987,4
I Love You This Big,Scotty McCreery,3wtKovRRtvu6wbTjeKA26Q,0.521,0.647,-6.344,0.0295,0.0922,8.21e-05,0.123,0.326,83.963,4
Bait a Hook,Justin Moore,6cAxSUPzHyywECgGSvoLyf,0.668,0.781,-6.151,0.0267,0.0191,0.0,0.113,0.695,105.945,4
Here For A Good Time,George Strait,11OFYsUK9EVJsQ6nutH32M,0.596,0.768,-6.753,0.0369,0.0858,6.23e-06,0.116,0.532,127.93,4
Baggage Claim,Miranda Lambert,1hTSImeofoaFWptq9JSFpP,0.701,0.934,-2.777,0.0403,0.0657,1.53e-06,0.0671,0.964,81.0,4
Back To December,Taylor Swift,3DrjZArsPsoqbLzUZZV1Id,0.529,0.67,-4.663,0.0303,0.117,0.0,0.334,0.286,141.893,4
Bleed Red,Ronnie Dunn,6s9GPlGYAUK6Nq5WlSuHuU,0.487,0.668,-4.251,0.0321,0.346,4.56e-05,0.107,0.184,90.083,4
What Do You Want,Jerrod Niemann,6bdDMSGOpu4u2AT4rarSDc,0.55,0.496,-10.12,0.144,0.659,1.15e-06,0.106,0.543,153.275,4
I Got You,Thompson Square,0KGWGfFDNoVVGOPvoFZw6w,0.533,0.799,-2.594,0.0531,0.0123,0.000879,0.106,0.521,127.04,4
Country Girl (Shake It For Me),Luke Bryan,0yD66650JxhqKbW76C2qCo,0.645,0.904,-4.532,0.0462,0.0293,0.0,0.0834,0.671,105.97,4
The Breath You Take,George Strait,0zKsfGlBHj6mzZRhmACl8M,0.492,0.383,-7.735,0.0277,0.752,0.000413,0.119,0.248,132.1,3
Just Fishin',Trace Adkins,1ZxNwqYsJA41CKf2YEhmIK,0.586,0.674,-5.69,0.0246,0.00764,0.0777,0.243,0.395,86.5,4
Hello World,Lady Antebellum,7LDez5sTopv9xLQykv1X03,0.427,0.519,-6.903,0.0297,0.0635,0.00144,0.0853,0.152,111.065,4
I Can't Love You Back,Easton Corbin,7tK1fO2PVs80OnVB1RSa89,0.565,0.449,-10.962,0.0284,0.341,1.31e-05,0.132,0.119,134.039,4
From A Table Away,Sunny Sweeney,6WTJj7qXOh0XonzXAHUqGG,0.547,0.805,-4.34,0.0293,0.0393,1.75e-05,0.332,0.557,110.027,4
Love Done Gone,Billy Currington,74W0bOVbd1xLglztYp8bbl,0.67,0.72,-3.073,0.0291,0.12,0.0,0.0694,0.805,127.001,4
Wildflower,The JaneDear Girls,2pey6ClOaWssXa4tVBGVJP,0.692,0.858,-4.354,0.03,0.00217,4.85e-05,0.358,0.69,125.944,4
Little Miss,Sugarland,1hiIyiFaVmFvYKDnEWGzvb,0.351,0.797,-4.286,0.0379,0.0959,4.12e-05,0.157,0.243,129.14,5
Somewhere Else,Toby Keith,2dPORt0s6aC8IXaXBvjmDu,0.578,0.648,-5.106,0.0522,0.463,9.25e-06,0.0633,0.813,178.011,4
Bullets In The Gun,Toby Keith,26bRcXA9qmivWYTPocMlfT,0.61,0.761,-6.022,0.0627,0.339,1.88e-05,0.0839,0.433,120.017,4
One More Drinkin' Song,Jerrod Niemann,1HYKv0B6bYycqpxWHydKy9,0.734,0.698,-5.833,0.0331,0.473,8.83e-05,0.297,0.611,114.03,4
Homeboy,Eric Church,29aSfWddeZJCfnrcMb20sy,0.558,0.673,-4.914,0.0291,0.015,0.000655,0.0758,0.445,139.985,4
I Wouldn't Be A Man,Josh Turner,3ga3cmO4mb9dMhysyJUEaH,0.617,0.465,-7.945,0.0291,0.462,0.000308,0.0885,0.224,130.85,4
Family Man,Craig Campbell,7a1538puknbXpg5LnYNwBX,0.554,0.621,-7.076,0.0269,0.162,2.56e-05,0.155,0.151,155.817,4
Cost Of Livin',Ronnie Dunn,41TDpmZqjVfCEFE8yMNhGc,0.662,0.29,-7.896,0.0349,0.895,0.0,0.0959,0.283,148.393,4
Look It Up,Ashton Shepherd,7qxgBX1BU0B2hwp7NjQV9Y,0.744,0.706,-6.141,0.0515,0.235,0.0,0.0601,0.666,90.021,4
Camouflage,Brad Paisley,6hVgzcyMmjNKaJn5VRZX3H,0.56,0.965,-3.67,0.0472,0.0325,0.000984,0.43,0.771,113.633,4
Smoke A Little Smoke,Eric Church,1ESipSqVefdknPg5IBKFND,0.77,0.641,-6.077,0.035,0.0206,0.00023,0.106,0.639,96.98,4
I Got Nothin',Darius Rucker,5SHrrJllBeZqG7wEWZvYSN,0.554,0.621,-5.37,0.0325,0.169,0.0,0.086,0.257,147.798,4
Last Night Again,Steel Magnolia,2oclgigtKEA0rrKDVLj10p,0.691,0.697,-5.621,0.0313,0.0671,0.0,0.0951,0.583,115.01,4
Georgia Clay,Josh Kelley,26AGhzVb4qXRy1QBMR7lzG,0.612,0.731,-5.022,0.0317,0.0699,0.0,0.188,0.56,106.982,4
Teenage Daughters,Martina McBride,6wxwluMol35MvBMIej6NNl,0.576,0.751,-5.333,0.0469,0.334,0.0,0.139,0.479,91.051,4
Amen,Edens Edge,0cunAi5FhuVTMMIE9XfqfP,0.509,0.688,-3.892,0.0313,0.345,0.0,0.151,0.434,179.047,4
Love Don't Run,Steve Holy,1dXUWskP4zy7Inqpfy5hf6,0.512,0.532,-3.28,0.0301,0.475,0.0,0.0993,0.256,147.473,4
Like My Mother Does,Lauren Alaina,7t8oQycrEftd8NuWdCcfQb,0.433,0.72,-1.912,0.0312,0.286,0.0,0.0936,0.274,139.765,4
Real,James Wesley,6stW3JuAcIrOHUvbj5XZqx,0.39,0.78,-6.511,0.0467,0.174,0.000477,0.0784,0.367,149.847,4
Fish,Craig Campbell,3vkieK8FFhFnPtNRGAqVu1,0.628,0.667,-6.282,0.0385,0.163,0.0,0.127,0.584,160.01,4
Raymond,Brett Eldredge,57HtzzBS9GmFzrpxTkfsWr,0.509,0.78,-3.944,0.0312,0.0524,2.92e-05,0.0897,0.31,131.064,4
Long Way To Go,Alan Jackson,57KytYsLa1SajihxJMfTaW,0.707,0.814,-8.01,0.0309,0.0993,0.0,0.388,0.793,137.958,4
Shotgun Girl,The JaneDear Girls,3v2tIvNqyfTOcbqohXfvZe,0.685,0.864,-4.189,0.0426,0.00714,0.000203,0.0695,0.878,123.978,4
We Are Never Ever Getting Back Together,Taylor Swift,0VwNdo84DaVYLIkbVO86ND,0.628,0.676,-5.911,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,4
Cruise,Florida Georgia Line,0i5el041vd6nxrGEU8QRxy,0.457,0.948,-3.364,0.0354,0.0191,0.0,0.0536,0.878,148.0,4
Wanted,Hunter Hayes,0p1BcEcYVO3uk4KDf3gzkY,0.421,0.476,-7.692,0.0298,0.268,0.0,0.0816,0.3,169.784,4
All Your Life,The Band Perry,2khs94jHAVzUm3Pu4mAMmv,0.536,0.521,-5.373,0.0261,0.227,0.0,0.165,0.455,131.937,4
Springsteen,Eric Church,05ZACkzW8YbRq3eFgIfSNB,0.692,0.809,-5.935,0.0255,0.1,9.77e-05,0.185,0.927,104.023,4
Take A Little Ride,Jason Aldean,2o5mwv7hvas1jdUg14Nihv,0.472,0.866,-3.771,0.0413,0.044,0.0,0.213,0.775,163.867,4
Alone With You,Jake Owen,2Xdatbm43IXEVi0wmKeJve,0.646,0.761,-3.991,0.0267,0.221,0.0,0.109,0.336,108.999,4
Drunk On You,Luke Bryan,3b7CDTKB0SRTmQ6ytYi5vZ,0.558,0.872,-4.401,0.0449,0.178,0.0,0.173,0.472,143.971,4
You Gonna Fly,Keith Urban,5B25Jpgu62IX8w1YtLibuA,0.457,0.846,-8.547,0.0477,0.0598,0.0,0.34,0.851,177.353,4
Better Dig Two,The Band Perry,3z0a8G407NbxfjTRffvQiP,0.64,0.669,-5.17,0.0519,0.413,0.0,0.0779,0.646,155.844,4
Come Over,Kenny Chesney,6BCrbWBpb8d6KWmEqZ41tr,0.466,0.704,-7.169,0.0353,0.1,2.71e-05,0.0744,0.481,176.043,4
Pontoon,Little Big Town,2Gy3XMLbBxACZ4tXdFRGr7,0.721,0.819,-5.715,0.0269,0.413,0.0,0.196,0.867,96.02,4
Every Storm (Runs Out of Rain),Gary Allan,6s3dgEQgen7G85NtYUTEbD,0.525,0.693,-6.972,0.0327,0.046,9.55e-06,0.247,0.363,107.012,4
Good Girl,Carrie Underwood,20DfkHC5grnKNJCzZQB6KC,0.617,0.839,-2.849,0.0655,0.0286,0.0,0.19,0.741,128.91,4
Somethin' 'Bout A Truck,Kip Moore,6Ymvlzom4TQeoKqAWsZRD8,0.554,0.794,-5.417,0.035,0.0697,0.0,0.63,0.79,176.01,4
Over,Blake Shelton,2tE8dp7Xvhx9bfqHfqs0GJ,0.392,0.605,-6.204,0.0338,0.0274,1.75e-06,0.189,0.307,155.586,4
Drink On It,Blake Shelton,7haN4XreV4WkoBQmkYM709,0.643,0.725,-5.632,0.0231,0.0365,1.2e-06,0.326,0.683,93.975,4
You,Chris Young,3VCWhe7AtBrkhour9t6dq6,0.708,0.708,-5.12,0.0266,0.316,0.0,0.361,0.667,95.031,4
Reality,Kenny Chesney,0X0zDB7RqpWOIwCHGr2Whu,0.315,0.925,-4.507,0.117,0.00296,0.0642,0.114,0.415,185.305,4
I Don't Want This Night To End,Luke Bryan,0cV4xwUA4ue2deqq4CZFko,0.616,0.728,-4.02,0.0278,0.0275,0.0,0.228,0.375,111.934,4
You Don't Know Her Like I Do,Brantley Gilbert,4WnY4W5KrqglCdIus8X9Bo,0.49,0.716,-6.681,0.0441,0.022,0.00048,0.0526,0.288,74.988,4
Fly Over States,Jason Aldean,17X2tSzibD9n9QRjdExcWT,0.487,0.736,-3.269,0.0326,0.069,0.0,0.114,0.184,81.587,4
Tip It on Back,Dierks Bentley,2G634xynj7ev8r5c0sAL3T,0.503,0.78,-5.148,0.0323,0.522,0.16,0.138,0.737,137.936,4
Angel Eyes,Love And Theft,63w0QA1wiV7QhF9jeiHETF,0.656,0.696,-5.917,0.0261,0.0134,0.0,0.0753,0.966,108.015,4
Home,Dierks Bentley,6q5nAr2JniAHj1gKheejE0,0.61,0.69,-7.157,0.0378,0.463,0.0409,0.0842,0.462,118.038,4
5-1-5-0,Dierks Bentley,2WKCH4ISejDV9ad7iPp5XU,0.554,0.849,-5.181,0.0357,0.0246,0.000233,0.31,0.683,116.992,4
Drink In My Hand,Eric Church,1cktZnxiONH0hR6Q3DKy8h,0.626,0.913,-4.452,0.0318,0.00635,0.0,0.293,0.946,113.044,4
Run Rudolph Run,Justin Moore,0WQ45t53niNr4CBUXemQjj,0.555,0.902,-6.319,0.0488,0.0184,0.0,0.0892,0.914,144.003,4
Banjo,Rascal Flatts,47aIa6zbUGsdNn55cyuOug,0.617,0.862,-6.356,0.0337,0.0186,0.0,0.161,0.769,101.971,4
Time Is Love,Josh Turner,2rg3yLJKN5Yl4JCHHkMgeC,0.663,0.814,-4.987,0.0466,0.0653,0.000252,0.0823,0.547,111.97,4
A Woman Like You,Lee Brice,3oyMHCAAcnWFdcGuVgwfhd,0.592,0.584,-7.422,0.0305,0.245,0.0,0.0862,0.371,160.048,4
Ours,Taylor Swift,1EQn3Uc5AyUXoiPLeyCrrg,0.608,0.569,-7.227,0.0284,0.537,0.0,0.097,0.238,159.845,4
Blown Away,Carrie Underwood,0vFMQi8ZnOM2y8cuReZTZ2,0.531,0.843,-2.569,0.0429,0.0909,0.0,0.0283,0.392,136.991,4
(Kissed You) Good Night,Gloriana,0Rj68IX1WqAtceUZQGk7aa,0.523,0.747,-6.125,0.0292,0.0807,0.0,0.11,0.294,118.97,4
No Hurry,Zac Brown Band,15vrb7RIDVq0n44vMGJOz5,0.565,0.531,-5.809,0.0287,0.375,0.0,0.312,0.407,146.027,4
Red,Taylor Swift,0cITLOYn1Sv4q27zZPqlNK,0.602,0.896,-4.267,0.0437,0.0773,8.87e-05,0.091,0.641,124.978,4
Til My Last Day,Justin Moore,3mHAyclWdtFASQuobdnDf8,0.577,0.761,-5.34,0.0358,0.0377,0.0,0.116,0.599,104.991,4
Kiss Tomorrow Goodbye,Luke Bryan,4ZF2WDTBVFihfTkxfme8JE,0.571,0.937,-3.467,0.0365,0.0064,0.0,0.316,0.584,115.013,4
Why Ya Wanna,Jana Kramer,08f0fHqZigPgPHCfRjk8SC,0.299,0.676,-3.187,0.051,0.273,0.0,0.113,0.298,167.498,3
Love's Gonna Make It Alright,George Strait,1blSBtrZgDJIWQl0BlAyov,0.707,0.867,-5.418,0.0339,0.221,0.00039,0.268,0.649,110.996,4
Hard To Love,Lee Brice,6E9V9TRlVOLjenGjHemzEH,0.638,0.722,-6.177,0.0332,0.0119,0.00808,0.189,0.469,103.017,4
Goodbye In Her Eyes,Zac Brown Band,7bcinCjd50wHDroef8TbEe,0.411,0.558,-7.393,0.038,0.162,3.79e-06,0.0879,0.379,81.274,4
For You,Keith Urban,64bWFjtzBRVSllQz9H2RAY,0.416,0.747,-7.753,0.0519,0.0116,0.000124,0.0625,0.304,170.107,4
Postcard From Paris,The Band Perry,3xltN99Cj2KF5AZFhjDibh,0.54,0.688,-5.366,0.0304,0.0732,0.0,0.0804,0.524,143.888,4
Beers Ago,Toby Keith,5MiRgE7Yta2jiOkVGHbiQC,0.565,0.84,-4.641,0.0296,0.0284,0.0,0.0928,0.742,144.04,4
The One That Got Away,Jake Owen,7oizkVPKiJYU5CyTjrcVp0,0.576,0.865,-3.288,0.0407,0.0343,5.32e-05,0.252,0.535,119.913,4
Lovin' You Is Fun,Easton Corbin,5qNkZdbdfL9tQm1ppZmUrW,0.703,0.83,-3.028,0.0327,0.32,0.0,0.364,0.597,109.958,4
Fastest Girl In Town,Miranda Lambert,6sXK2Fq7Ibi3SN6qYyQgIG,0.541,0.911,-3.6,0.0631,0.0205,0.00155,0.275,0.563,145.057,4
Beer Money,Kip Moore,61voPX1C71rhwynuLQyajo,0.745,0.805,-5.549,0.0307,0.0223,1.06e-06,0.13,0.765,126.065,4
Where I Come From,Montgomery Gentry,10ps1I1sIMRNZW11eceN7W,0.62,0.852,-4.203,0.0308,0.0108,4.94e-06,0.279,0.479,90.038,4
Come Wake Me Up,Rascal Flatts,5mCttXluvE0gaIArboAoFA,0.454,0.605,-6.816,0.0314,0.255,0.0,0.109,0.18,155.861,3
Red Solo Cup,Toby Keith,4YKAOXyqkKZ5gOZR0AmVMN,0.535,0.56,-6.586,0.0901,0.287,0.0,0.209,0.785,164.17,4
