track_name,artist_name,cluster
Drown You Out,Crossfade,0
Far Cry,Rush,7
Use Somebody,Kings of Leon,2
Psycho,Puddle Of Mudd,0
Inside the Fire,Disturbed,0
Second Chance,Shinedown,3
Long Road To Ruin,Foo Fighters,2
Sex on Fire,Kings of Leon,0
The Day That Never Comes,Metallica,2
Viva La Vida,Coldplay,0
Pork and Beans,Weezer,0
It's Not My Time,3 Doors Down,3
Shadow Of The Day,Linkin Park,6
Almost Easy,Avenged Sevenfold,2
Let It Die,Foo Fighters,3
Believe,Staind,3
Cyanide,Metallica,2
Womanizer,Britney Spears,3
Believe,The Bravery,2
Something in Your Mouth,Nickelback,0
I Get It,Chevelle,3
Hot n Cold,Katy Perry,0
Given Up,Linkin Park,0
Crushcrushcrush,Paramore,0
Rise Above This,Seether,3
Devour,Shinedown,2
Bad Girlfriend,Theory of a Deadman,0
Chinese Democracy,Guns N' Roses,3
Indestructible,Disturbed,2
The Good Left Undone,Rise Against,2
Breakdown,Seether,2
Until The End,Breaking Benjamin,2
Let It Rock,Kevin Rudolf,3
Addicted,Saving Abel,0
Do What You Do,Mudvayne,2
If I Had Eyes,Jack Johnson,0
Gives You Hell,The All-American Rejects,0
Down And Out,Tantric,0
Love Me Dead,Ludo,3
Broken Again,Another Animal,3
Hammerhead,The Offspring,2
Bodysnatchers,Radiohead,2
The Bleeding,Five Finger Death Punch,2
Well Thought Out Twinkles,Silversun Pickups,0
Circus,Britney Spears,0
Hold On,Korn,3
Falling Down,Atreyu,1
Lost!,Coldplay,3
Undead,Hollywood Undead,2
Decode,Paramore,2
Train,3 Doors Down,2
Shake It,Metro Station,7
Amen,Kid Rock,3
Re-Education (Through Labor),Rise Against,2
You Found Me,The Fray,2
Riot,Three Days Grace,9
Paper Planes,M.I.A.,1
So Happy,Theory of a Deadman,2
The Fad,Chevelle,3
Help Me,Alkaline Trio,0
In This City,Iglu & Hartly,0
Family Reunion,Saliva,2
Troublemaker,Weezer,0
What About Now,Daughtry,2
Use Me,Hinder,0
Handlebars,Flobots,0
Kids,MGMT,2
"Too Much, Too Young, Too Fast",Airbourne,0
Issues,The Saturdays,0
37 Stitches,Drowning Pool,2
Scream Aim Fire,Bullet For My Valentine,3
Human,The Killers,2
The Time of My Life,David Cook,9
Slow Burn,Atreyu,3
Spaceman,The Killers,2
Salute Your Solution,The Raconteurs,2
Gotta Be Somebody,Nickelback,3
Two Weeks,All That Remains,0
Hell Yeah,Rev Theory,2
Untouched,The Veronicas,1
Blind Man,Black Stone Cherry,3
Burnin' Up,Jonas Brothers,0
Shadowplay,The Killers,3
Broken Strings,James Morrison,3
Prodigal Son,Sevendust,7
Beautiful,10 Years,3
Gamma Ray,Beck,2
Black Rain,Ozzy Osbourne,0
Watch Over You,Alter Bridge,2
Hallelujah,Jeff Buckley,9
Enemy,Drowning Pool,0
New Divide,Linkin Park,3
Something In Your Mouth,Nickelback,0
Uprising,Muse,3
Check My Brain,Alice in Chains,7
Use Somebody,Kings Of Leon,2
Know Your Enemy,Green Day,2
Sound Of Madness,Shinedown,2
Break,Three Days Grace,0
Cyanide,Metallica,2
(If You're Wondering If I Want You To) I Want You To,Weezer,0
Back Against the Wall,Cage the Elephant,0
Indestructible,Disturbed,2
I Will Not Bow,Breaking Benjamin,0
Do What You Do,Mudvayne,2
If You Only Knew,Shinedown,0
Lifeline,Papa Roach,2
Brother,Pearl Jam,3
Whiskey Hangover,Godsmack,0
Jars,Chevelle,0
Resistance,Muse,3
Dead Memories,Slipknot,0
1901,Phoenix,0
Love Hurts,Incubus,3
21 Guns,Green Day,2
Hey You,311,2
Breakdown,Seether,2
Overcome,Creed,2
37 Stitches,Drowning Pool,2
Wheels,Foo Fighters,2
Decode,Paramore,2
Invincible,Adelitas Way,2
Champagne,Cavo,2
Sweet Disposition,The Temper Trap,0
I Get Off,Halestorm,2
The Fixer,Pearl Jam,9
Scarlet Letters,Mudvayne,2
Medicate,AFI,2
Feel Good Drag,Anberlin,0
Dirt Room,Blue October,0
Waking Up in Vegas,Katy Perry,0
Notion,Kings of Leon,2
The Night,Disturbed,2
100 In A 55,Pop Evil,0
Hard To See,Five Finger Death Punch,3
Kids,MGMT,2
Falling Down,Oasis,2
Two Weeks,All That Remains,0
Scream,Avenged Sevenfold,0
All Nightmare Long,Metallica,2
Seasons,The Veer Union,2
Undead,Hollywood Undead,2
Big Jack,AC/DC,3
Sink Into Me,Taking Back Sunday,2
Rescue Me,Buckcherry,2
Crawl Back In,Dead By Sunrise,2
A Looking In View,Alice In Chains,2
Thinking of You,Katy Perry,2
Savior,Rise Against,0
Far From Over,Rev Theory,2
Drowning (Face Down),Saving Abel,2
"Broken, Beat & Scarred",Metallica,2
Get on Your Boots,U2,2
Stranger Than Fiction,Five Finger Death Punch,3
By The Way,Theory Of A Deadman,9
It's Alright,311,0
Help I'm Alive,Metric,0
Fly on the Wall,Miley Cyrus,0
Talk To Me,Buckcherry,2
Never Say Never,The Fray,6
You Better Pray,The Red Jumpsuit Apparatus,3
Sometime Around Midnight,The Airborne Toxic Event,3
Contagious,Trapt,2
18 Days,Saving Abel,2
Zero,Yeah Yeah Yeahs,2
If U Seek Amy,Britney Spears,0
She's A Genius,Jet,2
Better,Guns N' Roses,7
Citizen/Soldier,3 Doors Down,0
Audience of One,Rise Against,2
Work,The Saturdays,2
Storm To Pass,Atreyu,1
Permanent,David Cook,6
All I Want,Staind,2
Revelry,Kings of Leon,2
I Almost Told You That I Loved You,Papa Roach,3
Not Meant to Be,Theory of a Deadman,2
Desolation Row,My Chemical Romance,1
Ignorance,Paramore,2
The Sex Is Good,Saving Abel,0
Another Way to Die,Disturbed,3
Resistance,Muse,3
Waiting for the End,Linkin Park,7
Kings And Queens,Thirty Seconds To Mars,2
Tighten Up,The Black Keys,7
Porn Star Dancing,My Darkest Days,2
1901,Phoenix,0
The Catalyst,Linkin Park,3
Say You'll Haunt Me,Stone Sour,2
Back Against The Wall,Cage The Elephant,0
Radioactive,Kings of Leon,2
Your Decision,Alice in Chains,3
If You Only Knew,Shinedown,0
Snuff,Slipknot,3
Animal,Neon Trees,0
Bad Company,Five Finger Death Punch,3
Love-Hate-Sex-Pain,Godsmack,2
Mountain Man,Crash Kings,7
Kick In The Teeth,Papa Roach,1
The Animal,Disturbed,2
World So Cold,Three Days Grace,0
My Best Theory,Jimmy Eat World,0
The Good Life,Three Days Grace,0
Scream With Me,Mudvayne,2
Nightmare,Avenged Sevenfold,2
Letter From A Thief,Chevelle,3
Heaven nor Hell,Volbeat,2
Lisztomania,Phoenix,7
Fallen,Volbeat,3
Monster,Skillet,0
Let Me Hear You Scream,Ozzy Osbourne,7
Undisclosed Desires,Muse,0
Between the Lines,Stone Temple Pilots,0
Feel Like I Do,Drowning Pool,2
Sick Of You,Cake,7
Lesson Learned,Alice In Chains,3
This Afternoon,Nickelback,2
Little Lion Man,Mumford & Sons,6
The Crow & the Butterfly,Shinedown,9
Impossible,Anberlin,2
Your Betrayal,Bullet For My Valentine,0
Again,Flyleaf,9
The Royal We,Silversun Pickups,2
Broken Strings,James Morrison,3
Hell Of A Time,HellYeah,0
Maybe,Sick Puppies,2
She's So Lovely,Scouting for Girls,2
Crash,Cavo,9
This Is the Life,Amy Macdonald,0
Odd One,Sick Puppies,9
I Kissed a Girl,Katy Perry,0
Shoot It Out,10 Years,2
Just Breathe,Pearl Jam,6
A-Punk,Vampire Weekend,2
Crossfire,Brandon Flowers,3
Heartbeat,Scouting for Girls,2
Spaceship,Puddle Of Mudd,0
Stoned,Puddle Of Mudd,3
Walk Away,Five Finger Death Punch,2
Waking Up in Vegas,Katy Perry,0
The Sound (John M. Perkins' Blues),Switchfoot,7
Closer,Kings of Leon,6
Letters From The Sky,Civil Twilight,6
Unraveling,Sevendust,2
Turn So Cold,Drowning Pool,2
It's Not You,Halestorm,0
Sweet Disposition,The Temper Trap,0
Brick By Boring Brick,Paramore,2
Lights Out,Breaking Benjamin,2
The High Road,Broken Bells,0
Diamond Eyes,Deftones,9
Living In A Dream,Finger Eleven,0
New Fang,Them Crooked Vultures,2
Oildale (Leave Me Alone),Korn,2
Black Rain,Soundgarden,3
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,2
Shakin' Hands,Nickelback,0
Life Won't Wait,Ozzy Osbourne,3
Mess Of Me,Switchfoot,2
Born Free,Kid Rock,0
Hero,Skillet,0
Little Smirk,Theory Of A Deadman,2
Gold Guns Girls,Metric,2
Sound Off,Trapt,2
I Was A Teenage Anarchist,Against Me!,2
Ready To Start,Arcade Fire,2
Rope,Foo Fighters,0
Face To The Floor,Chevelle,7
Lonely Boy,The Black Keys,2
Country Song,Seether,0
Walk,Foo Fighters,2
Not Again,Staind,3
Isolation,Alter Bridge,3
Shake Me Down,Cage The Elephant,3
The Sound Of Winter,Bush,3
Pumped Up Kicks,Foster The People,0
Waiting For The End,Linkin Park,7
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,0
Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown,3
So Far Away,Avenged Sevenfold,2
Lowlife,Theory Of A Deadman,0
Tonight,Seether,0
Paradise,Coldplay,2
The Sex Is Good,Saving Abel,0
You Are A Tourist,Death Cab For Cutie,0
Help Is On The Way,Rise Against,2
Buried Alive,Avenged Sevenfold,0
Bottoms Up,Nickelback,0
Welcome To The Family,Avenged Sevenfold,0
Awake And Alive,Skillet,7
Sick,Adelitas Way,3
Up All Night,Blink-182,2
Cough Syrup,Young The Giant,9
Adolescents,Incubus,9
Howlin' For You,The Black Keys,0
Riptide,Sick Puppies,0
Burn,Papa Roach,0
The Cave,Mumford & Sons,6
Far From Home,Five Finger Death Punch,3
Ghost Of Days Gone By,Alter Bridge,0
Sing,My Chemical Romance,3
Warrior,Disturbed,3
Panic,Sublime with Rome,0
Every Teardrop Is A Waterfall,Coldplay,3
Sail,AWOLNATION,3
Dark Horses,Switchfoot,2
My Body,Young The Giant,7
Changing,The Airborne Toxic Event,0
Die Trying,Art Of Dying,2
Monster You Made,Pop Evil,2
New Low,Middle Class Rut,0
Make It Stop (September's Children),Rise Against,2
All American Nightmare,Hinder,0
Hesitate,Stone Sour,3
Under And Over It,Five Finger Death Punch,3
Last Man Standing,Pop Evil,3
Whirring,The Joy Formidable,2
Closer To The Edge,Thirty Seconds To Mars,3
Lost In You,Three Days Grace,0
Sunset In July,311,2
Make Some Noise,Beastie Boys,0
Dog Days Are Over,Florence + The Machine,2
What You Want,Evanescence,0
Young Blood,The Naked And Famous,7
Helena Beat,Foster The People,0
Hear Me Now,Hollywood Undead,7
Irresistible Force,Jane's Addiction,3
When You're Young,3 Doors Down,3
Hold On,All That Remains,0
Roll Away Your Stone,Mumford & Sons,2
Machine Gun Blues,Social Distortion,2
Fix Me,10 Years,2
Fallen,Volbeat,3
White Trash Millionaire,Black Stone Cherry,7
All I Want,A Day To Remember,2
Under Cover Of Darkness,The Strokes,3
No Matter What,Papa Roach,3
"Promises, Promises",Incubus,0
1983,Neon Trees,2
Bitch Came Back,Theory Of A Deadman,0
Miss America,Saving Abel,9
Long Time,Cake,3
Hell,Disturbed,3
Colours,Grouplove,3
Around My Head,Cage The Elephant,3
Every Time You Go,3 Doors Down,0
People Say,Portugal. The Man,7
Digital (Did You Tell),Stone Sour,0
Pyro,Kings Of Leon,3
Killing Me Inside,Crossfade,3
Justice,Rev Theory,2
Old Man,Redlight King,2
Dead,Buckcherry,2
Bulletproof Heart,My Chemical Romance,3
Iridescent,Linkin Park,6
This Is Why We Fight,The Decemberists,2
What Ya Gonna Do,Hinder,2
Junk Of The Heart (Happy),The Kooks,2
Madness,Muse,2
Chalk Outline,Three Days Grace,2
Bully,Shinedown,3
Been Away Too Long,Soundgarden,2
Live To Rise,Soundgarden,7
Too Close,Alex Clare,3
Unity,Shinedown,3
Some Nights,fun.,3
Ho Hey,The Lumineers,6
Little Talks,Of Monsters And Men,3
Coming Down,Five Finger Death Punch,1
Still Counting,Volbeat,0
Tongue Tied,Grouplove,3
I Will Wait,Mumford & Sons,2
Criticize,Adelitas Way,0
BURN IT DOWN,Linkin Park,0
I Miss The Misery,Halestorm,2
Remember Everything,Five Finger Death Punch,2
Enemies,Shinedown,0
These Days,Foo Fighters,3
Absolute Zero,Stone Sour,7
No Resolution,Seether,0
Hats Off To The Bull,Chevelle,3
A Warrior's Call,Volbeat,9
Love Bites (So Do I),Halestorm,1
Days Go By,The Offspring,3
The Collapse,Adelitas Way,2
Still Swingin',Papa Roach,2
Oh Love,Green Day,2
Bullet In My Hand,Redlight King,2
Lost In Forever (Scream),P.O.D.,2
Not Your Fault,AWOLNATION,0
It's Time,Imagine Dragons,0
Monarchy Of Roses,Red Hot Chili Peppers,2
Take A Walk,Passion Pit,0
Midnight City,M83,3
Eyes Wide Open,Staind,3
Hurricane,Theory Of A Deadman,2
Here And Now,Seether,3
I Like It,Foxy Shazam,0
We Come Running,Youngblood Hawke,3
This Means War,Nickelback,3
Kill Your Heroes,AWOLNATION,7
Everybody Talks,Neon Trees,0
The Waiting One,All That Remains,9
Aberdeen,Cage The Elephant,2
Satellite,Rise Against,2
Lost In The Echo,Linkin Park,0
After Midnight,Blink-182,2
Bloody Mary (Nerve Endings),Silversun Pickups,3
Runaways,The Killers,3
Look Around,Red Hot Chili Peppers,0
Rocky Mountain Way,Godsmack,9
Blood,In This Moment,7
Anna Sun,Walk The Moon,2
In My Blood,Black Stone Cherry,2
Itchin' On A Photograph,Grouplove,0
Wait For Me,Rise Against,2
Simple Song,The Shins,3
Now,Staind,2
Shake It Out,Florence + The Machine,3
Let Yourself Go,Green Day,0
Sixteen Saltines,Jack White,0
Bringing Down The Giant,Saving Abel,3
Love Interruption,Jack White,6
Tattoo,Van Halen,3
Bridge Burning,Foo Fighters,2
Curl Of The Burl,Mastodon,3
Youth Without Youth,Metric,3
Charlie Brown,Coldplay,2
Satisfied,Aranda,6
Jump Into The Fog,The Wombats,2
Let's Ride,Kid Rock,0
Baby Come Home,Bush,2
Headlights,Morning Parade,2
"No Light, No Light",Florence + The Machine,2
Legendary Child,Aerosmith,0
Figure It Out,Serj Tankian,2
Blood For Poppies,Garbage,7
Get Thru This,Art Of Dying,0
Punching In A Dream,The Naked And Famous,3
Purple,Pop Evil,2
Backlash,10 Years,2
Comeback,Redlight King,3
Race You To The Bottom,New Medicine,0
Sleep Alone,Two Door Cinema Club,0
Afterlife,Switchfoot,2
Settle Down,No Doubt,3
Soldiers,Otherwise,0
America,Deuce,2
Radioactive,Imagine Dragons,7
Sweater Weather,The Neighbourhood,3
Hail To The King,Avenged Sevenfold,0
Come A Little Closer,Cage The Elephant,2
Royals,Lorde,0
Battle Born,Five Finger Death Punch,9
Hollow,Alice In Chains,9
Pompeii,Bastille,0
Trenches,Pop Evil,0
The Hangman's Body Count,Volbeat,0
Stone,Alice In Chains,3
Freak Like Me,Halestorm,2
Never Never,Korn,7
Vilify,Device,2
By Crooked Steps,Soundgarden,0
Safe And Sound,Capital Cities,0
Bones,Young Guns,2
Misery Loves My Company,Three Days Grace,0
Heaven Nor Hell,Volbeat,2
The High Road,Three Days Grace,2
Deal With The Devil,Pop Evil,3
Demons,Imagine Dragons,0
Mountain Sound,Of Monsters And Men,3
Mind Your Manners,Pearl Jam,0
Little Black Submarines,The Black Keys,3
Stubborn Love,The Lumineers,6
Ways To Go,Grouplove,0
Panic Station,Muse,0
Where Did The Angels Go,Papa Roach,0
Carry On,Avenged Sevenfold,3
There's No Going Back,Sick Puppies,2
Tempest,Deftones,2
The Pit,Silversun Pickups,3
Voices,Alice In Chains,3
Up In The Air,Thirty Seconds To Mars,2
Trojans,Atlas Genius,0
Harlem,New Politics,0
Leader Of The Broken Hearts,Papa Roach,3
Do Me A Favor,Stone Sour,3
Sirens,Pearl Jam,0
Lover Of The Light,Mumford & Sons,2
Beautiful,P.O.D.,0
Howl,Beware Of Darkness,0
Swerve City,Deftones,7
Came Back Haunted,Nine Inch Nails,0
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,7
Same Old Trip,Chevelle,3
Carry On,fun.,0
God Is Dead?,Black Sabbath,3
Hurricane,MS MR,3
If So,Atlas Genius,0
Elephant,Tame Impala,2
City Of Angels,Thirty Seconds To Mars,3
One Light,3 Doors Down,2
Alive,Adelitas Way,3
Good Man,Devour The Day,3
Born To Rise,Redlight King,2
Sick Of It,Skillet,0
Supersoaker,Kings Of Leon,2
Holding On To You,twenty one pilots,0
Decay,Sevendust,3
Trying To Be Cool,Phoenix,2
Breathing Underwater,Metric,2
Diane Young,Vampire Weekend,1
Entertainment,Phoenix,0
Higher,P.O.D.,2
The Pride,Five Finger Death Punch,0
Seether,Seether,2
Hero,Family Of The Year,2
Halfway There,Soundgarden,3
Now,Paramore,2
Asking Too Much,All That Remains,2
One More Lie,Aranda,0
Tightrope,Walk The Moon,2
Purple Yellow Red And Blue,Portugal. The Man,3
I Don't Apologize (1000 Pictures),Otherwise,2
What Do You Say,Filter,0
Castle Of Glass,Linkin Park,0
Who We Are,Switchfoot,0
Recovery,Frank Turner,2
Something From Nothing,Foo Fighters,2
Fever,The Black Keys,0
Do I Wanna Know?,Arctic Monkeys,3
Stolen Dance,Milky Chance,0
Shepherd Of Fire,Avenged Sevenfold,3
Riptide,Vance Joy,0
Heaven Knows,The Pretty Reckless,0
Words As Weapons,Seether,0
Painkiller,Three Days Grace,2
Take Out The Gunman,Chevelle,0
1000HP,Godsmack,3
Torn To Pieces,Pop Evil,3
Edge Of A Revolution,Nickelback,2
Tired,Stone Sour,2
I Wanna Get Better,Bleachers,2
Until it's Gone,Linkin Park,0
Wrong Side Of Heaven,Five Finger Death Punch,2
Team,Lorde,0
Take Me To Church,Hozier,6
Bad Blood,Bastille,0
This Is The Time (Ballast),Nothing More,3
What If I Was Nothing,All That Remains,2
Out Of The Black,Royal Blood,2
It's About Time,Young The Giant,9
Left Hand Free,alt-J,0
The Devil In I,Slipknot,0
Figure It Out,Royal Blood,0
Dead But Rising,Volbeat,3
Fall In Love,Phantogram,2
Afraid,The Neighbourhood,3
Addicted To Pain,Alter Bridge,3
Adrenaline,Shinedown,2
Room To Breathe,You Me At Six,2
This Means War,Avenged Sevenfold,3
Centuries,Fall Out Boy,2
Drown,Theory Of A Deadman,2
Coming Of Age,Foster The People,0
My Demons,Starset,2
Flaws,Bastille,6
Weak,Seether,2
A Sky Full Of Stars,Coldplay,3
Hater,Korn,3
Spike In My Veins,Korn,2
Back To The Shack,Weezer,2
Play Ball,AC/DC,0
Something Different,Godsmack,0
Lightning Bolt,Pearl Jam,2
Unbelievers,Vampire Weekend,2
Beautiful,Pop Evil,0
Dog On A Leash,Adelitas Way,2
Giants,Bear Hands,2
Moth,HellYeah,9
Not Gonna Die,Skillet,2
Lazaretto,Jack White,2
Doc Holliday,Volbeat,3
House Of Gold,twenty one pilots,0
Yellow Flicker Beat,Lorde,3
Wait For Me,Kings Of Leon,3
Times Are Hard,Redlight King,3
Hunter Eats Hunter,Chevelle,2
Beggin For Thread,Banks,3
Romantic Dreams,Deftones,7
One For The Money,Escape The Fate,3
Magic,Coldplay,3
Whore,In This Moment,0
The Mother We Share,CHVRCHES,2
Take It Or Leave It,Cage The Elephant,0
House Of The Rising Sun,Five Finger Death Punch,3
Sleeping With A Friend,Neon Trees,0
The Only Way Out,Bush,3
Heavy Bells,J. Roddy Walston & The Business,1
Gotta Get Away,The Black Keys,0
Cardiac Arrest,Bad Suns,0
Sleepwalking,Bring Me The Horizon,2
Trainwreck 1979,Death From Above 1979,2
Always,Killswitch Engage,0
I Sat By The Ocean,Queens Of The Stone Age,0
Mz. Hyde,Halestorm,0
Mind Over Matter,Young The Giant,2
Weekend,Priory,0
Gunfight,Sick Puppies,2
Best Friend,Foster The People,0
Cannibal,Silversun Pickups,3
Me And Mary Jane,Black Stone Cherry,0
Tonight You're Perfect,New Politics,3
Take It As It Comes,J. Roddy Walston & The Business,2
Stressed Out,twenty one pilots,2
Renegades,X Ambassadors,0
Failure,Breaking Benjamin,2
First,Cold War Kids,7
Cut The Cord,Shinedown,2
I Am Machine,Three Days Grace,3
The Light,Disturbed,2
Dead Inside,Muse,0
Footsteps,Pop Evil,0
Angels Fall,Breaking Benjamin,2
Ex's & Oh's,Elle King,0
Congregation,Foo Fighters,2
Throne,Bring Me The Horizon,2
Hollow Moon (Bad Wolf),AWOLNATION,3
Believe,Mumford & Sons,2
Follow Me Down,The Pretty Reckless,2
The Otherside,Red Sun Rising,3
Little Monster,Royal Blood,3
Face Everything And Rise,Papa Roach,2
The Vengeful One,Disturbed,2
Apocalyptic,Halestorm,7
Coming For You,The Offspring,0
Tear In My Heart,twenty one pilots,3
Angel,Theory Of A Deadman,3
R U Mine?,Arctic Monkeys,0
Same Damn Life,Seether,0
Black Sun,Death Cab For Cutie,0
Nearly Forgot My Broken Heart,Chris Cornell,0
Amen,Halestorm,3
The Ghosts Of Beverly Drive,Death Cab For Cutie,2
I Bet My Life,Imagine Dragons,0
Human Race,Three Days Grace,2
Rollercoaster,Bleachers,2
S.O.B.,Nathaniel Rateliff & The Night Sweats,0
I Am The Fire,Halestorm,1
Cirice,Ghost,3
Lydia,Highly Suspect,7
The Wolf,Mumford & Sons,3
I Am,AWOLNATION,2
Crystals,Of Monsters And Men,3
2 Heads,Coleman Hell,3
Gravity,Papa Roach,1
Long Way Down,Robert DeLong,0
Could Have Been Me,The Struts,0
Mess Is Mine,Vance Joy,4
Budapest,George Ezra,6
Moving On,Asking Alexandria,2
Jenny,Nothing More,7
Nobody Praying For Me,Seether,2
Take It Back,The Temperance Movement,7
Different Colors,Walk The Moon,0
Outside,Foo Fighters,2
Drown,Bring Me The Horizon,7
Rock Or Bust,AC/DC,3
Ship To Wreck,Florence + The Machine,0
Deep Six,Marilyn Manson,3
Better Place,Saint Asonia,2
What Kind Of Man,Florence + The Machine,3
Hold Back The River,James Bay,0
Killpop,Slipknot,2
Molecules,Atlas Genius,3
Sick Like Me,In This Moment,1
Mercy,Muse,0
Hallelujah,Panic! At The Disco,0
Become The Enemy,Like A Storm,3
Million Miles An Hour,Nickelback,3
Absolution Calling,Incubus,3
Mr. MTV,Nothing More,3
Thank You,Sevendust,2
Blow,Theory Of A Deadman,0
Sedona,Houndmouth,2
Electric Love,BØRNS,0
For You,All That Remains,3
Faith,Devour The Day,0
Somebody New,Joywave,2
Halo,Starset,2
I Want Out,Young Guns,3
Carnivore,Starset,3
I Won't Give In,Asking Alexandria,0
Weight Of Love,The Black Keys,3
Hush,HellYeah,3
Shots,Imagine Dragons,0
Sorry,Meg Myers,3
First Kiss,Kid Rock,0
Agora,Bear Hands,0
Heathens,twenty one pilots,0
The Devil's Bleeding Crown,Volbeat,9
My Name Is Human,Highly Suspect,3
Ride,twenty one pilots,0
The Sound Of Silence,Disturbed,6
Bang Bang,Green Day,2
State Of My Head,Shinedown,3
Bored To Death,Blink-182,2
Ophelia,The Lumineers,6
Waste A Moment,Kings Of Leon,3
Joyride (Omen),Chevelle,3
Mess Around,Cage The Elephant,7
Dark Necessities,Red Hot Chili Peppers,3
Way Down We Go,Kaleo,2
Spirits,The Strumbellas,0
Adventure Of A Lifetime,Coldplay,0
Trip Switch,Nothing But Thieves,0
Take Me Down,The Pretty Reckless,7
Emotionless,Red Sun Rising,0
Wash It All Away,Five Finger Death Punch,2
Mountain At My Gates,Foals,0
All We Ever Knew,The Head And The Heart,0
Open Your Eyes,Disturbed,0
Feel Invincible,Skillet,2
Hardwired,Metallica,2
Good Grief,Bastille,0
Trouble,Cage The Elephant,3
Ways To Get High,Pop Evil,3
Reapers,Muse,3
In The Dark,3 Doors Down,0
Happy Song,Bring Me The Horizon,2
My Nemesis,Five Finger Death Punch,0
Asking For It,Shinedown,2
Seal The Deal,Volbeat,3
Walking On A Dream,Empire Of The Sun,0
Saint Cecilia,Foo Fighters,2
Take It All,Pop Evil,0
River,Bishop Briggs,0
Unsteady,X Ambassadors,3
Fire And The Flood,Vance Joy,3
Nightlight,Silversun Pickups,3
I Apologize,Five Finger Death Punch,9
Save Today,Seether,2
The Stage,Avenged Sevenfold,3
Rotting In Vain,Korn,2
Prophets Of Rage,Prophets Of Rage,0
From The Pinnacle To The Pit,Ghost,3
Welcome To Your Life,Grouplove,3
Bloodfeather,Highly Suspect,3
Moth Into Flame,Metallica,2
Through It All,From Ashes To New,0
Genghis Khan,Miike Snow,7
Still Alive,3 Doors Down,3
Fallen Angel,Three Days Grace,2
Woman Woman,AWOLNATION,3
Mayhem,Halestorm,1
Falling Apart,Papa Roach,0
Kiss This,The Struts,2
Paranoia,A Day To Remember,2
Phantom Bride,Deftones,9
Roots,Imagine Dragons,2
No Good,Kaleo,1
Something To Believe In,Young The Giant,0
Take It From Me,KONGOS,2
Until The World Goes Cold,Trivium,2
I Don't Care Anymore,Hellyeah,2
Wow,Beck,0
Switchblade,Holy White Hounds,3
Sure And Certain,Jimmy Eat World,3
Black Honey,Thrice,3
Here I Am,Asking Alexandria,2
Soundcheck,Catfish And The Bottlemen,0
Thank God For Girls,Weezer,3
In Chains,Shaman's Harvest,2
Naivety,A Day To Remember,2
11:11,Dinosaur Pile-Up,7
Stick To Your Guns,Sick Puppies,1
Bad Reputation,Adelitas Way,0
Life Itself,Glass Animals,0
Move,Saint Motel,0
In The Age Of The Consecrated Vampire We All Get High,Rob Zombie,1
Ditmas,Mumford & Sons,0
High Dive,Andrew McMahon In The Wilderness,2
Show Me A Leader,Alter Bridge,3
The Eagle Has Landed,Avatar,2
Brazil,Declan McKenna,0
Circadian Rhythm (Last Dance),Silversun Pickups,0
Gone,JR JR,0
King Of The World,Weezer,3
Feel It Still,Portugal. The Man,0
Believer,Imagine Dragons,0
Thunder,Imagine Dragons,2
Heathens,twenty one pilots,0
Wish I Knew You,The Revivalists,0
Feels Like Summer,Weezer,7
The Man,The Killers,3
High,Sir Sly,0
Whatever It Takes,Imagine Dragons,0
Broken,lovelytheband,0
Down,Marian Hill,6
Angela,The Lumineers,6
Run,Foo Fighters,7
Green Light,Lorde,3
Ride,twenty one pilots,0
The Night We Met,Lord Huron,9
The Sky Is A Neighborhood,Foo Fighters,2
Love Is Mystical,Cold War Kids,0
No Roots,Alice Merton,0
Sit Next To Me,Foster the People,7
Blame,Bastille,0
Hard Times,Paramore,0
Lights Out,Royal Blood,3
Numb,Linkin Park,7
Everything Now,Arcade Fire,0
Dig Down,Muse,6
Heavydirtysoul,twenty one pilots,0
Rx (Medicate),Theory of a Deadman,3
Take It All Back,Judah & The Lion,2
Unsteady,X Ambassadors,3
Still Breathing,Green Day,0
Cold Cold Cold,Cage the Elephant,2
The Violence,Rise Against,2
HandClap,Fitz And The Tantrums,0
I Only Lie When I Love You,Royal Blood,0
The Way You Used To Do,Queens of the Stone Age,1
Way Down We Go,Kaleo,2
Up All Night,Beck,0
In The End,Linkin Park,0
One More Light,Linkin Park,6
Reverend,Kings of Leon,3
Middle Fingers,Missio,6
Cleopatra,The Lumineers,0
Little One,Highly Suspect,9
Help,Papa Roach,2
Waste A Moment,Kings Of Leon,3
Old Church Choir,Zach Williams,0
One Foot,Walk the Moon,7
Fire Escape,Andrew McMahon In The Wilderness,0
Champion,Fall Out Boy,1
Ahead Of Myself,X Ambassadors,3
In Cold Blood,alt-J,2
Highway Tune,Greta Van Fleet,0
One Of Us,New Politics,2
Somebody Else,The 1975,0
Song #3,Stone Sour,2
Let You Down,Seether,3
Live In The Moment,Portugal. The Man,3
Lay It On Me,Vance Joy,0
On Hold,The xx,3
Love,Lana Del Rey,6
My Name Is Human,Highly Suspect,3
Darling,Real Estate,0
Love On The Weekend,John Mayer,2
Nimble Bastard,Incubus,2
Ophelia,The Lumineers,6
Go Robot,Red Hot Chili Peppers,0
